Sample_ID,Variety,Soil_pH,N (Nitrogen),P (Phosphorus),K (Potassium),Organic_Matter (kg compost),Temperature (°C),Rainfall (mm),Elevation (m),Soil_Type,Beneficial_Microbes (CFU/g),Harmful_Microbes (CFU/g),Microbial_Activity,Soil_Organic_Carbon,Microbial_Biomass_C (g/kg),Soil_Enzyme_Activity,Disease (Yes/No),Disease_Name,Nutrient_Deficiency,Weather_Condition,Crop_Yield (kg/palm)
3775,SK Local,6.7,101,59,157,12.3,29,2088,970,Alluvial,1.2 x 10^7,2.7 x 10^5,Moderate,1.9%,318,High,Yes,Spindle Bug,Phosphorus,Rainy,1.13
3776,Shreemangala,5.8,114,57,124,12.9,22,1329,669,Red loam,1.5 x 10^7,1.4 x 10^5,Moderate,1.6%,342,Moderate,Yes,Spindle Bug,Potassium,Rainy,1.79
3777,Mangala,5.6,107,50,140,14.5,25,1717,752,Alluvial,1.6 x 10^7,0,High,2.0%,315,High,No,None,None,Rainy,4.85
3778,Mangala,6.3,113,54,157,12.7,30,1419,655,Red loam,1.3 x 10^7,2.5 x 10^5,High,1.4%,287,High,No,None,Potassium,Dry,2.69
3779,Mangala,6.4,112,59,141,13.7,24,1653,745,Alluvial,1.6 x 10^7,0,High,1.8%,310,High,No,None,None,Dry,4.76
3780,Sumangala,6.8,80,47,153,12.0,24,1318,985,Alluvial,1.4 x 10^7,1.8 x 10^5,Low,2.0%,251,Moderate,No,None,Nitrogen,Humid,1.79
3781,SK Local,5.4,101,50,160,14.0,26,1554,636,Red loam,1.1 x 10^7,2.1 x 10^5,Low,1.8%,292,Moderate,Yes,Spindle Bug,None,Humid,1.6
3782,SK Local,5.9,114,59,148,12.2,27,1547,736,Red loam,1.9 x 10^7,0,High,2.0%,333,High,No,None,None,Rainy,2.98
3783,SK Local,5.6,101,50,152,14.5,24,1971,890,Red loam,1.6 x 10^7,0,High,1.9%,300,High,No,None,None,Rainy,3.35
3784,SK Local,7.0,122,59,133,10.8,26,2435,580,Red loam,1.4 x 10^7,0.6 x 10^5,Moderate,1.5%,341,High,No,None,Potassium,Dry,1.94
3785,Shreemangala,5.6,87,44,160,14.2,24,2165,786,Alluvial,1.3 x 10^7,1.3 x 10^5,Low,1.6%,281,Low,No,None,None,Dry,3.18
3786,Mangala,5.7,118,55,146,12.6,28,1699,910,Laterite,1.7 x 10^7,0,High,1.9%,349,High,No,None,None,Humid,4.09
3787,Sumangala,5.5,87,46,142,11.4,28,1924,767,Alluvial,1.0 x 10^7,0.4 x 10^5,Moderate,1.4%,272,High,Yes,Koleroga (Mahali),Phosphorus,Rainy,1.58
3788,SK Local,5.3,80,51,150,14.6,23,2172,513,Alluvial,1.1 x 10^7,0.5 x 10^5,High,1.6%,324,Low,Yes,Koleroga (Mahali),None,Rainy,1.37
3789,Sumangala,6.2,91,41,124,14.3,27,1438,810,Laterite,1.2 x 10^7,2.0 x 10^5,Low,1.9%,336,Low,Yes,Spindle Bug,None,Rainy,2.11
3790,Mangala,5.7,118,57,141,13.1,28,1722,741,Red loam,1.8 x 10^7,0,High,1.8%,312,High,No,None,None,Rainy,4.67
3791,SK Local,6.4,114,55,158,14.8,28,1761,511,Laterite,1.8 x 10^7,0,High,1.9%,344,High,No,None,None,Rainy,3.54
3792,SK Local,5.6,114,52,155,12.6,26,1835,977,Alluvial,1.9 x 10^7,0,High,1.9%,316,High,No,None,None,Humid,3.14
3793,Sumangala,5.6,100,50,147,14.1,28,1506,874,Alluvial,1.5 x 10^7,0,High,1.9%,330,High,No,None,None,Rainy,3.95
3794,Sumangala,5.8,111,42,134,12.2,28,2212,814,Alluvial,1.0 x 10^7,2.6 x 10^5,Low,1.6%,347,Moderate,No,None,None,Humid,2.69
3795,Sumangala,5.9,86,41,154,14.6,20,2113,550,Laterite,1.1 x 10^7,1.6 x 10^5,Moderate,1.5%,338,Low,Yes,Koleroga (Mahali),None,Dry,1.92
3796,Sumangala,5.0,130,53,151,13.3,25,1975,696,Laterite,1.5 x 10^7,0.8 x 10^5,Moderate,2.0%,265,Moderate,Yes,Spindle Bug,Potassium,Dry,2.31
3797,Shreemangala,5.0,109,52,130,14.6,20,2014,632,Red loam,1.3 x 10^7,1.3 x 10^5,Moderate,1.7%,335,Low,No,None,Nitrogen,Dry,2.21
3798,Mangala,5.8,118,59,160,14.7,27,1514,687,Red loam,1.7 x 10^7,0,High,1.8%,320,High,No,None,None,Rainy,4.52
3799,Shreemangala,6.0,101,52,154,14.6,24,1516,553,Red loam,1.6 x 10^7,0,High,1.8%,349,High,No,None,None,Rainy,4.9
3800,SK Local,6.2,106,50,152,14.3,27,1932,567,Laterite,1.7 x 10^7,0,High,1.8%,346,High,No,None,None,Rainy,3.23
3801,Shreemangala,6.3,120,60,146,13.2,27,1524,779,Laterite,1.6 x 10^7,0,High,1.8%,330,High,No,None,None,Humid,4.52
3802,SK Local,6.2,102,53,147,14.7,27,1624,529,Alluvial,1.8 x 10^7,0,High,2.0%,328,High,No,None,None,Humid,3.42
3803,Shreemangala,5.9,85,48,159,11.5,23,2293,889,Alluvial,1.1 x 10^7,1.2 x 10^5,Moderate,1.4%,314,Moderate,Yes,Koleroga (Mahali),Phosphorus,Rainy,1.3
3804,Shreemangala,6.1,115,51,144,13.4,25,1622,697,Red loam,2.0 x 10^7,0,High,2.0%,324,High,No,None,None,Dry,4.6
3805,Sumangala,5.6,107,53,160,13.8,24,1850,734,Alluvial,1.8 x 10^7,0,High,1.8%,310,High,No,None,None,Rainy,5.1
3806,Shreemangala,5.3,94,48,134,11.2,21,1464,910,Red loam,1.1 x 10^7,1.0 x 10^5,High,1.7%,322,High,No,None,Potassium,Humid,2.18
3807,Mangala,6.2,103,55,145,13.3,28,1751,774,Red loam,1.9 x 10^7,0,High,1.9%,331,High,No,None,None,Dry,3.95
3808,SK Local,6.8,80,43,158,15.0,23,1507,605,Red loam,1.1 x 10^7,2.4 x 10^5,Low,1.3%,345,Moderate,No,None,Potassium,Dry,1.4
3809,Sumangala,6.3,103,56,153,12.8,24,1966,873,Laterite,1.8 x 10^7,0,High,1.8%,344,High,No,None,None,Dry,4.35
3810,SK Local,6.6,128,52,135,14.2,25,1494,509,Alluvial,1.4 x 10^7,1.7 x 10^5,High,1.2%,260,High,No,None,Potassium,Dry,1.66
3811,Sumangala,6.5,92,41,141,13.1,25,1713,926,Alluvial,1.4 x 10^7,2.4 x 10^5,Low,1.6%,322,High,Yes,Spindle Bug,None,Rainy,2.57
3812,Sumangala,5.7,117,48,124,10.0,23,1441,590,Laterite,1.5 x 10^7,0.4 x 10^5,High,1.8%,274,Moderate,Yes,Koleroga (Mahali),Phosphorus,Humid,1.41
3813,Shreemangala,5.8,116,57,122,14.4,29,2437,899,Alluvial,1.1 x 10^7,1.0 x 10^5,Low,1.4%,320,Low,No,None,Potassium,Dry,2.68
3814,SK Local,6.9,88,41,120,12.1,22,2085,805,Red loam,1.3 x 10^7,1.5 x 10^5,Moderate,1.3%,325,Low,No,None,Nitrogen,Humid,1.41
3815,SK Local,5.8,130,60,137,11.5,22,1308,631,Laterite,1.2 x 10^7,0.7 x 10^5,Moderate,1.3%,269,Low,No,None,Potassium,Dry,2.24
3816,SK Local,5.2,128,50,152,10.5,26,2062,544,Laterite,1.3 x 10^7,1.2 x 10^5,Low,1.5%,284,High,Yes,Spindle Bug,None,Humid,1.79
3817,Shreemangala,5.5,102,57,151,13.3,24,1865,578,Red loam,1.6 x 10^7,0,High,1.9%,349,High,No,None,None,Humid,4.79
3818,Sumangala,7.0,99,48,141,10.4,30,2134,501,Red loam,1.3 x 10^7,1.0 x 10^5,Low,1.4%,343,Low,No,None,None,Dry,2.75
3819,Shreemangala,5.6,118,57,141,12.3,24,1619,515,Laterite,1.6 x 10^7,0,High,2.0%,302,High,No,None,None,Dry,5.41
3820,SK Local,5.1,93,51,121,12.5,20,1653,737,Laterite,1.5 x 10^7,2.1 x 10^5,High,1.3%,310,High,No,None,Nitrogen,Rainy,1.47
3821,Shreemangala,7.0,91,41,157,10.1,30,1327,877,Red loam,1.3 x 10^7,2.5 x 10^5,Low,1.8%,284,Moderate,Yes,Koleroga (Mahali),Phosphorus,Dry,1.1
3822,Mangala,6.1,109,45,127,12.6,27,2164,585,Alluvial,1.4 x 10^7,0.2 x 10^5,High,1.6%,263,Low,No,None,Phosphorus,Humid,2.55
3823,SK Local,6.4,101,56,157,13.4,28,1608,912,Laterite,1.7 x 10^7,0,High,2.0%,323,High,No,None,None,Dry,4.03
3824,Sumangala,5.2,106,53,135,12.5,30,1411,616,Red loam,1.2 x 10^7,2.6 x 10^5,High,1.9%,302,Moderate,No,None,Phosphorus,Rainy,2.2
3825,SK Local,5.9,100,54,137,13.1,22,2183,664,Laterite,1.4 x 10^7,2.5 x 10^5,Moderate,1.6%,347,Low,No,None,Nitrogen,Humid,1.8
3826,Sumangala,6.4,107,56,157,12.3,24,1660,886,Laterite,2.0 x 10^7,0,High,2.0%,316,High,No,None,None,Rainy,5.32
3827,SK Local,6.0,122,40,127,10.5,20,1408,702,Laterite,1.4 x 10^7,1.9 x 10^5,Moderate,1.6%,304,High,No,None,None,Dry,1.8
3828,Sumangala,6.3,108,52,158,13.8,26,1612,699,Laterite,1.9 x 10^7,0,High,2.0%,313,High,No,None,None,Rainy,5.22
3829,Sumangala,6.5,104,56,153,12.1,26,1555,545,Laterite,1.6 x 10^7,0,High,2.0%,308,High,No,None,None,Rainy,4.33
3830,Sumangala,5.8,98,41,149,14.7,22,2441,503,Alluvial,1.3 x 10^7,0.3 x 10^5,Moderate,1.4%,312,Low,No,None,Nitrogen,Humid,2.92
3831,SK Local,5.0,123,50,130,14.7,25,1677,642,Laterite,1.4 x 10^7,1.8 x 10^5,Low,1.9%,341,Low,Yes,Koleroga (Mahali),Nitrogen,Rainy,0.91
3832,Shreemangala,5.9,107,58,147,12.1,26,1933,615,Alluvial,1.8 x 10^7,0,High,1.9%,341,High,No,None,None,Humid,5.36
3833,Sumangala,6.2,112,52,146,12.4,24,1632,829,Laterite,1.7 x 10^7,0,High,1.9%,304,High,No,None,None,Dry,4.64
3834,Mangala,5.7,100,53,153,14.5,25,1911,972,Laterite,1.6 x 10^7,0,High,1.8%,338,High,No,None,None,Humid,4.0
3835,Shreemangala,5.7,114,60,158,12.7,28,1966,912,Red loam,1.9 x 10^7,0,High,2.0%,348,High,No,None,None,Humid,5.23
3836,Shreemangala,6.4,112,50,142,14.8,26,1850,598,Alluvial,1.9 x 10^7,0,High,1.8%,314,High,No,None,None,Rainy,4.57
3837,Sumangala,5.9,112,60,159,12.1,27,1988,965,Alluvial,1.7 x 10^7,0,High,2.0%,319,High,No,None,None,Humid,5.24
3838,Shreemangala,5.8,126,55,139,14.4,29,1351,622,Red loam,1.4 x 10^7,2.8 x 10^5,Moderate,2.0%,256,High,No,None,Phosphorus,Humid,2.99
3839,Mangala,6.8,109,51,148,12.7,27,2237,742,Laterite,1.2 x 10^7,1.0 x 10^5,Moderate,1.4%,256,Moderate,Yes,Koleroga (Mahali),None,Dry,1.67
3840,Sumangala,6.6,89,49,135,10.1,22,1487,868,Red loam,1.3 x 10^7,0.5 x 10^5,High,1.4%,279,Low,Yes,Spindle Bug,Potassium,Dry,1.61
3841,SK Local,5.8,113,51,151,12.0,27,1904,771,Alluvial,1.9 x 10^7,0,High,1.9%,341,High,No,None,None,Dry,2.82
3842,Mangala,5.9,100,55,156,12.0,28,1767,549,Laterite,1.9 x 10^7,0,High,1.9%,336,High,No,None,None,Dry,4.23
3843,Shreemangala,6.0,100,56,149,14.0,28,1659,501,Alluvial,1.6 x 10^7,0,High,1.9%,303,High,No,None,None,Rainy,4.74
3844,Sumangala,5.8,107,55,155,12.9,24,1612,946,Alluvial,1.7 x 10^7,0,High,2.0%,333,High,No,None,None,Humid,4.9
3845,Sumangala,5.7,123,59,150,10.0,21,1956,962,Alluvial,1.5 x 10^7,0.3 x 10^5,Low,1.3%,307,Low,Yes,Spindle Bug,Nitrogen,Humid,2.27
3846,Sumangala,6.3,108,50,155,14.9,24,1907,643,Alluvial,1.9 x 10^7,0,High,1.9%,319,High,No,None,None,Rainy,4.72
3847,Sumangala,6.0,109,56,142,12.2,27,1585,580,Alluvial,1.6 x 10^7,0,High,1.9%,324,High,No,None,None,Humid,4.57
3848,Sumangala,5.8,112,50,148,14.1,27,1663,857,Red loam,1.7 x 10^7,0,High,1.9%,334,High,No,None,None,Humid,4.52
3849,Shreemangala,5.8,120,52,155,14.1,26,1693,985,Laterite,1.9 x 10^7,0,High,1.9%,303,High,No,None,None,Humid,5.62
3850,Mangala,6.8,83,50,160,12.0,20,1582,733,Alluvial,1.2 x 10^7,1.2 x 10^5,Moderate,1.6%,318,Moderate,No,None,Potassium,Humid,1.95
3851,Mangala,6.5,90,42,121,12.4,25,1711,774,Red loam,1.4 x 10^7,2.7 x 10^5,Low,1.9%,254,Moderate,No,None,None,Rainy,2.43
3852,Sumangala,6.2,116,53,155,13.2,24,1926,980,Alluvial,2.0 x 10^7,0,High,1.9%,306,High,No,None,None,Rainy,4.96
3853,Shreemangala,5.8,113,59,157,14.5,27,1758,875,Alluvial,1.8 x 10^7,0,High,1.8%,308,High,No,None,None,Dry,5.07
3854,Shreemangala,5.6,104,56,145,12.5,26,1743,555,Red loam,1.7 x 10^7,0,High,2.0%,341,High,No,None,None,Humid,4.59
3855,Mangala,7.0,86,57,145,11.6,26,1460,690,Red loam,1.4 x 10^7,2.9 x 10^5,Moderate,1.4%,337,High,No,None,Phosphorus,Humid,1.71
3856,Sumangala,5.3,125,40,141,10.8,26,2373,737,Laterite,1.5 x 10^7,0.3 x 10^5,Low,2.0%,305,High,No,None,Potassium,Humid,2.65
3857,Sumangala,5.7,87,40,131,11.9,24,2133,673,Red loam,1.4 x 10^7,0.7 x 10^5,Low,1.8%,289,Low,Yes,Spindle Bug,Phosphorus,Humid,1.95
3858,SK Local,6.2,117,59,154,13.4,26,1639,595,Red loam,1.9 x 10^7,0,High,1.8%,313,High,No,None,None,Dry,4.26
3859,SK Local,6.3,117,55,135,10.5,24,2392,818,Alluvial,1.2 x 10^7,1.1 x 10^5,Low,2.0%,263,Low,No,None,None,Dry,2.14
3860,SK Local,6.2,114,53,157,14.5,24,1703,910,Alluvial,1.6 x 10^7,0,High,1.9%,341,High,No,None,None,Humid,3.79
3861,Mangala,6.4,120,50,160,13.6,24,1665,764,Laterite,2.0 x 10^7,0,High,1.9%,334,High,No,None,None,Dry,4.08
3862,Shreemangala,5.7,108,60,149,14.1,24,1637,773,Red loam,1.9 x 10^7,0,High,1.9%,320,High,No,None,None,Humid,5.95
3863,Mangala,5.4,81,44,139,10.1,24,1519,856,Alluvial,1.2 x 10^7,2.5 x 10^5,High,1.9%,340,Low,Yes,Koleroga (Mahali),None,Dry,1.34
3864,Shreemangala,6.3,114,53,159,13.6,28,1747,964,Red loam,1.8 x 10^7,0,High,1.9%,306,High,No,None,None,Dry,5.68
3865,Shreemangala,5.2,113,49,122,13.9,27,2291,721,Alluvial,1.3 x 10^7,2.5 x 10^5,Low,1.8%,333,Low,Yes,Koleroga (Mahali),Potassium,Humid,1.39
3866,Mangala,5.6,106,53,158,13.4,27,1747,577,Laterite,2.0 x 10^7,0,High,1.9%,303,High,No,None,None,Dry,5.03
3867,Mangala,6.5,94,60,156,13.7,22,1647,646,Laterite,1.3 x 10^7,0.1 x 10^5,High,1.7%,302,Moderate,No,None,None,Rainy,3.86
3868,Mangala,5.9,115,58,147,14.0,27,1855,829,Laterite,1.9 x 10^7,0,High,1.8%,323,High,No,None,None,Humid,5.1
3869,Shreemangala,5.7,120,54,126,15.0,29,1304,769,Laterite,1.4 x 10^7,0.0 x 10^5,Low,1.6%,339,Low,No,None,None,Rainy,3.33
3870,Shreemangala,5.6,116,51,145,12.6,28,1782,668,Laterite,2.0 x 10^7,0,High,1.8%,308,High,No,None,None,Rainy,4.23
3871,Shreemangala,5.7,110,57,151,13.4,28,1732,749,Laterite,1.7 x 10^7,0,High,1.9%,301,High,No,None,None,Dry,5.73
3872,Sumangala,6.4,123,52,142,10.9,22,1911,781,Laterite,1.2 x 10^7,1.4 x 10^5,Low,1.9%,299,Low,No,None,Nitrogen,Dry,2.7
3873,Shreemangala,6.0,111,56,144,14.6,27,1980,731,Laterite,1.9 x 10^7,0,High,1.9%,335,High,No,None,None,Dry,4.99
3874,Sumangala,5.2,120,54,147,13.2,27,1612,711,Alluvial,1.5 x 10^7,1.1 x 10^5,High,1.3%,270,High,No,None,Nitrogen,Humid,2.59
3875,SK Local,5.9,111,58,154,13.7,27,1738,980,Alluvial,1.7 x 10^7,0,High,2.0%,310,High,No,None,None,Rainy,4.17
3876,Mangala,5.8,105,56,147,14.4,28,1942,748,Red loam,1.5 x 10^7,0,High,1.8%,341,High,No,None,None,Humid,3.83
3877,Shreemangala,5.9,87,53,154,13.7,22,1569,713,Alluvial,1.2 x 10^7,2.1 x 10^5,High,1.5%,328,Low,No,None,Potassium,Rainy,2.92
3878,Sumangala,6.2,111,50,150,13.9,24,1847,891,Laterite,1.6 x 10^7,0,High,1.9%,334,High,No,None,None,Humid,4.51
3879,Mangala,5.8,102,60,152,14.4,26,1858,695,Alluvial,1.8 x 10^7,0,High,1.9%,314,High,No,None,None,Humid,5.09
3880,SK Local,6.4,90,44,144,11.0,20,1759,794,Laterite,1.2 x 10^7,0.2 x 10^5,Moderate,1.3%,307,High,No,None,Phosphorus,Dry,1.98
3881,Shreemangala,5.9,113,51,148,14.0,27,1590,836,Alluvial,1.9 x 10^7,0,High,1.9%,323,High,No,None,None,Humid,5.19
3882,Mangala,5.6,102,51,155,13.1,27,1618,973,Laterite,2.0 x 10^7,0,High,2.0%,308,High,No,None,None,Humid,3.94
3883,SK Local,6.1,105,60,141,14.6,28,1871,989,Red loam,1.8 x 10^7,0,High,1.9%,339,High,No,None,None,Humid,2.94
3884,SK Local,5.4,123,57,159,12.6,29,1733,636,Alluvial,1.5 x 10^7,1.0 x 10^5,High,1.6%,267,Low,No,None,Potassium,Humid,1.86
3885,Shreemangala,6.4,108,51,156,13.5,28,1668,716,Laterite,2.0 x 10^7,0,High,1.8%,336,High,No,None,None,Dry,5.12
3886,SK Local,6.3,114,53,126,13.1,21,1751,602,Alluvial,1.3 x 10^7,1.4 x 10^5,Moderate,1.4%,346,Low,No,None,Potassium,Dry,1.75
3887,Mangala,6.3,111,55,158,13.6,25,1797,865,Red loam,2.0 x 10^7,0,High,1.9%,315,High,No,None,None,Humid,4.22
3888,SK Local,5.8,122,49,127,13.1,27,2425,923,Alluvial,1.5 x 10^7,1.4 x 10^5,Low,1.3%,313,Moderate,Yes,Spindle Bug,None,Rainy,1.98
3889,Mangala,5.8,99,60,139,11.1,23,1553,781,Alluvial,1.2 x 10^7,0.5 x 10^5,Moderate,1.8%,268,Low,No,None,Nitrogen,Rainy,2.84
3890,Sumangala,5.7,108,58,143,13.1,25,1976,575,Laterite,1.8 x 10^7,0,High,1.8%,344,High,No,None,None,Rainy,5.12
3891,Mangala,6.0,119,51,150,12.8,26,2060,888,Laterite,1.4 x 10^7,2.3 x 10^5,High,1.2%,347,Moderate,No,None,Potassium,Rainy,2.53
3892,Mangala,6.2,107,55,142,13.9,28,1502,761,Alluvial,1.5 x 10^7,0,High,1.8%,323,High,No,None,None,Dry,3.49
3893,Sumangala,6.3,102,59,148,12.5,26,1863,549,Red loam,1.6 x 10^7,0,High,1.8%,343,High,No,None,None,Rainy,4.36
3894,Sumangala,6.7,88,40,155,12.0,25,2320,966,Laterite,1.0 x 10^7,2.0 x 10^5,Low,1.8%,348,Moderate,No,None,Potassium,Dry,1.87
3895,Shreemangala,6.4,92,56,143,14.9,25,1306,965,Red loam,1.4 x 10^7,0.1 x 10^5,High,1.5%,330,Moderate,No,None,Nitrogen,Dry,2.92
3896,Mangala,6.4,104,56,155,13.0,24,1651,791,Red loam,2.0 x 10^7,0,High,2.0%,340,High,No,None,None,Dry,3.93
3897,Mangala,5.1,126,42,131,12.1,28,1476,718,Alluvial,1.2 x 10^7,2.7 x 10^5,Low,1.7%,322,Low,Yes,Spindle Bug,Phosphorus,Rainy,1.47
3898,Sumangala,5.9,121,58,137,12.1,25,1410,814,Red loam,1.5 x 10^7,0.5 x 10^5,Low,1.5%,286,High,No,None,None,Rainy,3.28
3899,Shreemangala,6.8,128,44,132,12.5,29,1417,963,Alluvial,1.5 x 10^7,2.3 x 10^5,Low,2.0%,337,Low,No,None,Phosphorus,Rainy,2.04
3900,Sumangala,5.1,91,50,153,13.3,23,2204,944,Laterite,1.1 x 10^7,2.2 x 10^5,Moderate,1.6%,257,High,Yes,Spindle Bug,Potassium,Dry,1.87
3901,Shreemangala,5.5,129,43,149,13.1,20,1758,578,Laterite,1.5 x 10^7,0.2 x 10^5,Low,1.4%,273,High,No,None,Potassium,Rainy,3.56
3902,Mangala,6.3,116,41,129,12.3,28,2359,859,Laterite,1.2 x 10^7,2.3 x 10^5,Moderate,1.7%,350,High,No,None,Potassium,Dry,2.39
3903,SK Local,6.0,113,60,160,10.6,23,1671,757,Alluvial,1.1 x 10^7,2.2 x 10^5,Moderate,1.8%,268,Moderate,Yes,Koleroga (Mahali),Potassium,Dry,1.08
3904,Sumangala,5.6,107,51,152,13.7,28,1631,693,Alluvial,1.8 x 10^7,0,High,1.9%,327,High,No,None,None,Humid,4.4
3905,Shreemangala,5.7,102,58,141,15.0,27,1866,792,Red loam,1.6 x 10^7,0,High,1.9%,309,High,No,None,None,Dry,4.34
3906,Shreemangala,5.5,101,44,127,11.3,27,1479,778,Red loam,1.4 x 10^7,2.7 x 10^5,Low,1.7%,343,Moderate,Yes,Spindle Bug,Potassium,Humid,1.59
3907,SK Local,5.7,104,53,153,12.4,24,1702,540,Alluvial,1.6 x 10^7,0,High,1.9%,316,High,No,None,None,Dry,3.81
3908,Shreemangala,5.5,112,53,152,13.2,28,1689,862,Laterite,1.9 x 10^7,0,High,2.0%,301,High,No,None,None,Humid,5.04
3909,Sumangala,6.5,107,60,156,13.0,24,1516,751,Laterite,1.5 x 10^7,0,High,1.9%,307,High,No,None,None,Humid,4.43
3910,Mangala,5.6,118,54,145,14.8,26,1649,609,Laterite,1.6 x 10^7,0,High,1.9%,304,High,No,None,None,Dry,4.08
3911,SK Local,6.8,104,50,120,13.8,24,1890,677,Red loam,1.3 x 10^7,0.6 x 10^5,Moderate,1.5%,297,Low,No,None,None,Humid,1.86
3912,Sumangala,5.9,107,60,140,12.8,28,1995,667,Alluvial,1.5 x 10^7,0,High,1.9%,301,High,No,None,None,Rainy,4.15
3913,Shreemangala,6.0,106,58,155,13.5,26,1922,665,Alluvial,1.8 x 10^7,0,High,1.9%,318,High,No,None,None,Dry,5.09
3914,Sumangala,6.5,88,58,152,13.4,22,2368,685,Red loam,1.4 x 10^7,1.6 x 10^5,Moderate,1.6%,288,Moderate,No,None,None,Rainy,3.31
3915,SK Local,5.4,117,40,140,12.4,23,1566,764,Alluvial,1.4 x 10^7,1.7 x 10^5,Moderate,1.9%,333,Moderate,Yes,Spindle Bug,Phosphorus,Humid,1.11
3916,Sumangala,5.2,88,50,121,12.1,25,1344,774,Alluvial,1.2 x 10^7,2.5 x 10^5,Moderate,1.9%,272,Moderate,Yes,Spindle Bug,Potassium,Humid,1.36
3917,Sumangala,6.5,118,55,157,14.7,28,1666,655,Laterite,1.6 x 10^7,0,High,1.9%,306,High,No,None,None,Dry,5.64
3918,Mangala,5.7,120,57,160,13.0,28,1903,834,Laterite,1.6 x 10^7,0,High,2.0%,335,High,No,None,None,Dry,5.06
3919,Shreemangala,5.9,113,43,160,12.6,27,2305,523,Red loam,1.0 x 10^7,1.9 x 10^5,Moderate,1.6%,313,Low,No,None,Potassium,Humid,2.66
3920,SK Local,6.0,105,56,146,14.7,25,1752,669,Laterite,1.7 x 10^7,0,High,1.8%,325,High,No,None,None,Rainy,3.85
3921,Mangala,6.5,107,44,130,10.1,29,2415,785,Laterite,1.2 x 10^7,1.7 x 10^5,High,1.4%,340,High,Yes,Spindle Bug,Nitrogen,Dry,1.73
3922,Shreemangala,5.6,113,59,151,13.3,27,1637,533,Red loam,1.7 x 10^7,0,High,1.8%,302,High,No,None,None,Humid,4.94
3923,Mangala,6.3,85,60,154,14.4,25,1704,663,Alluvial,1.3 x 10^7,1.6 x 10^5,High,1.7%,311,High,Yes,Koleroga (Mahali),Phosphorus,Humid,1.86
3924,SK Local,6.8,124,47,147,12.0,21,2266,760,Laterite,1.2 x 10^7,0.7 x 10^5,Low,1.7%,320,High,Yes,Spindle Bug,None,Rainy,1.63
3925,Sumangala,5.9,101,44,137,13.8,20,2266,906,Alluvial,1.4 x 10^7,1.3 x 10^5,Moderate,1.8%,324,High,Yes,Spindle Bug,Nitrogen,Humid,2.14
3926,Sumangala,6.3,106,50,145,14.8,25,1783,771,Laterite,1.7 x 10^7,0,High,1.8%,309,High,No,None,None,Humid,4.44
3927,Shreemangala,6.3,120,54,146,14.0,25,1738,976,Laterite,1.7 x 10^7,0,High,1.8%,327,High,No,None,None,Rainy,5.27
3928,Mangala,6.4,93,48,133,12.2,28,1713,846,Alluvial,1.3 x 10^7,1.0 x 10^5,Low,1.3%,331,Moderate,Yes,Spindle Bug,None,Humid,2.25
3929,Sumangala,5.5,118,60,144,12.5,26,1506,502,Laterite,1.7 x 10^7,0,High,2.0%,319,High,No,None,None,Dry,5.02
3930,SK Local,5.8,106,55,160,13.3,24,1759,732,Alluvial,1.7 x 10^7,0,High,1.8%,304,High,No,None,None,Dry,4.12
3931,Shreemangala,5.1,122,56,135,10.9,26,2329,528,Laterite,1.2 x 10^7,1.1 x 10^5,High,1.9%,332,Low,Yes,Koleroga (Mahali),Phosphorus,Dry,1.44
3932,Mangala,6.4,110,58,156,14.1,24,1601,995,Red loam,1.9 x 10^7,0,High,2.0%,328,High,No,None,None,Dry,4.87
3933,SK Local,6.2,112,57,156,14.8,28,1949,819,Red loam,1.6 x 10^7,0,High,1.9%,323,High,No,None,None,Dry,4.1
3934,Shreemangala,5.9,107,53,146,12.9,24,1502,604,Alluvial,1.7 x 10^7,0,High,2.0%,329,High,No,None,None,Dry,5.48
3935,Mangala,5.0,91,40,142,10.5,23,2278,870,Red loam,1.2 x 10^7,1.8 x 10^5,Low,1.8%,278,Low,No,None,None,Rainy,2.15
3936,Mangala,6.1,109,59,141,12.4,28,1615,689,Alluvial,1.7 x 10^7,0,High,2.0%,300,High,No,None,None,Humid,4.01
3937,SK Local,5.5,94,45,121,10.3,24,1744,561,Alluvial,1.2 x 10^7,0.4 x 10^5,High,1.6%,298,High,Yes,Spindle Bug,Potassium,Humid,1.59
3938,Mangala,5.2,124,54,159,10.1,26,2067,761,Alluvial,1.5 x 10^7,1.1 x 10^5,High,1.5%,285,Moderate,Yes,Spindle Bug,None,Dry,2.36
3939,Mangala,5.6,106,51,121,12.6,25,2301,586,Laterite,1.2 x 10^7,2.1 x 10^5,High,1.6%,305,Low,No,None,None,Dry,2.97
3940,SK Local,6.4,110,51,145,12.7,29,1529,790,Alluvial,1.0 x 10^7,1.8 x 10^5,Low,1.6%,310,Moderate,No,None,Potassium,Dry,1.94
3941,Shreemangala,5.8,81,51,148,10.1,28,1623,715,Alluvial,1.2 x 10^7,2.5 x 10^5,Low,1.3%,261,Moderate,Yes,Koleroga (Mahali),None,Dry,1.71
3942,Mangala,6.0,116,60,146,12.1,27,1859,916,Red loam,1.9 x 10^7,0,High,1.9%,333,High,No,None,None,Dry,4.71
3943,Sumangala,5.6,105,52,160,13.9,25,1744,671,Alluvial,1.6 x 10^7,0,High,1.8%,314,High,No,None,None,Dry,4.5
3944,Mangala,6.1,102,59,159,13.9,28,1702,757,Laterite,1.7 x 10^7,0,High,2.0%,326,High,No,None,None,Dry,4.6
